id,SMILES,Rg
9231170,*CC(*)CC,13.87291346
9284896,*O[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](*)(C)C,13.932917594909668
10061985,*CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,22.63294792175293
10142210,*NC(C)C(=O)NCC(=O)NCC(*)=O,14.225433349609377
10557152,*C(C)=C(*)[Ge](C)(C)C,15.491250991821287
11301237,*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(*)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,26.03640937805176
11664621,*OC(COC(*)=O)COC(C)C,16.34288215637207
11667291,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,25.164535522460938
11796436,*Nc1cc2c(c(-c3ccccc3)c1N*)[C@@H](c1ccccc1)c1ccccc1-2,15.974658966064451
11894206,*CC(*)C(=O)Oc1ccccc1C,12.7374634
11955349,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,21.083858489990234
12008966,*CC(*)c1ccc(C(C)(C)C)cc1,12.461606979370115
12265790,*CC(*)C(=O)OC(C)C,12.357670783996582
12381586,*CC(*)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,13.263504028320312
12395811,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,22.32540512084961
12627006,*c1ccc(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)c1,20.62536621
12724819,*C=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(*)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,16.502531051635742
13021733,*O[Si](*)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,16.463010787963867
13364814,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,19.376087188720703
13630833,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,18.869945526123047
13838538,*CCCCCCSSCCCCSS*,23.34503173828125
13850404,*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,15.062396049499512
13874722,*CCCCCOCO*,21.860408782958984
15891916,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,22.30409049987793
15979280,*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,23.66387939453125
16364869,*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,22.36599540710449
16498242,*C=CCCCCCCCC*,21.919960021972656
16855553,*CC(*)C(=O)Oc1ccccc1,13.43533854
17114758,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,23.72510528564453
17899555,*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,22.88653945922852
17943713,*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,24.01279640197754
18227797,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,16.18888282775879
18308835,*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,14.511141777038574
18339242,*CC(*)C(=O)OC([2H])([2H])[2H],14.242563247680664
18520951,*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,12.228395462036133
18696710,*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,14.21971607208252
19277692,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,21.962913513183597
19303052,*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,13.659433364868164
19522327,*CC(*)OC(=O)c1cccc(Br)c1,14.739178657531738
20039468,*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,22.797882080078125
20273521,*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,16.91425895690918
20627281,*Nc1cc2ccccc2c(-c2cccc3ccccc23)c1N*,16.443519592285156
20883601,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,16.20647621154785
21279513,*Oc1ccc(C2(c3ccc(OC4(F)C(*)(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,20.549976348876957
21520341,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,22.072589874267575
22184710,*CC(*)c1ccc(C(=O)OCCC)cc1,13.089820861816406
22597605,*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,21.86910629272461
22905078,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.07183837890625
22928574,*O[Sn](CCCC)(CCCC)OC(=O)/C=C/C(*)=O,14.899375915527344
22953969,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,23.667064666748047
23036398,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,18.869733810424805
23192453,*CC(C)S(*)(=O)=O,20.99132259
23694396,*N=P(*)(Cl)Cl,22.34693145751953
23713841,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,22.275310516357425
24351648,*Nc1ccc(C2(c3ccc(N*)cc3)C=CCCC2)cc1,19.778053283691406
24969052,*CCCCCOC(=O)c1cccc(C(=O)O*)c1,20.457820892333984
24982830,*c1ccc(NC(=O)CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CC(=O)Nc4ccc(-c6nnc(*)o6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,22.859447479248047
25581268,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,21.15483856201172
25596707,*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,19.08951187133789
25599707,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(*)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,20.656471252441406
25748429,*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,18.45685768127441
26299008,*CC(*)c1cc(C(C)C)ccc1C(C)C,11.48207818
26367456,*Nc1ccc(C[C@](CC)(CCC)c2ccc(N)c(C[C@](C=C)(CC)c3ccc(N*)cc3)c2)cc1,15.33438777923584
26995134,*Nc1ccc(/C=C/c2ccc(N*)cc2)cc1,21.842782974243164
28121925,*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,24.568588256835938
28200504,*CCOC(=O)NCCCCCCNC(=O)O*,20.438867568969727
28479659,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(-c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,21.47541046142578
29482987,*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,16.96790885925293
29766304,*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,12.327362060546877
29881762,*CCCCCCN1C(=O)C(=O)N(*)C1=O,19.58833694458008
29928066,*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,11.821592330932615
30582999,*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,21.514280319213867
30682090,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(*)C8=O)ccc6c5)cc4C3=O)cc2)cc1,20.226430892944336
31430153,*OC(COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)c1ccco1,16.69321632385254
31529134,*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,23.08756256103516
31841016,*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,13.539012908935549
32316139,*CCN(*)C(=O)c1cc(F)cc(F)c1F,15.016127586364746
32586958,*NC(N*)=C(N)/C(N)=N/C,15.05681610107422
34026248,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,24.490280151367188
34042817,*CCCCCCOC(=O)c1cccc(C(=O)O*)c1,20.51453399658203
34234994,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(C(c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c1)C2=O,24.343433380126957
34546505,*Oc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,21.69886016845703
35288312,*c1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(*)s5)cc4)cc3)cc2)cc1,20.72537612915039
35380876,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(*)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,27.41112518310547
35399593,*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,17.44483184814453
35822036,*CC1(C)CC(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,17.138851165771484
36217683,*c1nc2cc3sc(-c4cc(OCCCCCC)c(*)cc4OCCCCCC)nc3cc2s1,18.420265197753903
36780446,*Oc1cc(CCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,18.78866577148437
37511814,*Nc1ccc2c(c1)c1ccccc1c1c(-c3ccc(CCCCC)cc3)c(N*)c(-c3ccc(CCCCC)cc3)cc21,16.74572182
37571918,*Nc1cc2ccc3ccc4c(N*)cc5ccc6ccc1c1c6c5c4c3c21,27.902862548828125
37623475,*Nc1ccc(-c2ccc(N*)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1,18.17260360717773
37727451,*C(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(*)cc3C2=O)C1=O,18.688018798828125
38112797,*Nc1cc(C2CCCCC2)c2ccc3c(N*)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,24.33737564086914
38228922,*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,21.66750144958496
38242048,*/C(F)=C(\F)C(F)(C(*)(F)F)C(F)(F)F,19.04508781433105
39109326,*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,14.188071250915527
40088405,*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,21.88440322875977
40146140,*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,25.15342330932617
40417262,*Nc1ccc(Oc2cccc(N*)c2)cc1,18.23919677734375
40655089,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,23.76795196533203
40953121,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C)c(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,21.92988395690918
41386383,*CCCCCC(*)CCCCCC,16.82724961
41421570,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(*)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5)n4)cc3)cc1)C2=O,26.880111694335938
41644742,*Oc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,20.08347511291504
41684723,*Oc1ccc(-c2cc(OCCCCCC)c(-c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)cc2OCCCCCC)cc1,23.85225486755371
41977066,*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,13.269091606140137
42779237,*c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,21.104961395263672
43489811,*CCCNC(=O)c1ccc(C(=O)NCCCO*)cc1,19.91214942932129
43517583,*CC(*)c1ccc(C)c(C)c1,14.21159553527832
44130721,*Oc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(*)=O)c6)cc5)cc4)cc3)c2)cc1C,24.11770820617676
44332410,*CC(*)CCCCCCC,10.79657738
45108843,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,12.48919964
45704443,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,28.10441017150879
45818224,*OC(F)(F)C(F)(F)C(*)(F)F,20.15162277
45908417,*C(=O)c1cccc(C(=O)N(*)c2ccccc2)c1,20.03796959
46067784,*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCC,11.957754135131836
46369100,*Nc1ccccc1C(C)(c1ccccc1N)c1ccccc1N*,13.826824188232422
46473006,*C=CC1CC(*)C(C#N)(CCC)C1,15.744302749633787
46656995,*CC(*)CCCN(CC(C)C)CC(C)C,9.7283551
47046176,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,20.708208084106445
48005195,*C=Nc1cccc(N=Cc2ccc(Sc3ccc(*)o3)o2)c1,19.38454246520996
48202315,*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8cc9sc(*)nc9cc8s7)cc6)cc5)cc4)cc3)cc2)cc1,23.29510307312012
48308812,*CCCCCCNC(=O)C(=O)N*,21.23546600341797
48554956,*c1ccc(NC=Nc2ccc(S(*)(=O)=O)cc2)cc1,22.166553497314453
48717962,*Nc1ccc([C@](C)(c2ccccc2)c2cccc(N*)c2)cc1,17.58915138244629
49062920,*CCOCCOCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)O*,20.552146911621094
49325830,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,24.75905990600586
49367014,*Oc1cccc(C(=O)c2ccc(*)cc2)c1,20.705873489379883
49737348,*c1ccc2c(c1)c1cc(*)ccc1n2CC,15.141860961914062
49886836,*Oc1ccc(C2(c3ccc(Oc4c(F)c(F)c(C(=O)c5c(F)c(F)c(*)c(F)c5F)c(F)c4F)cc3)c3ccccc3-c3ccccc32)cc1,21.685726165771484
50053709,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)cc3)c1)C2=O,24.279977798461918
50438012,*CCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,22.10963058
51223278,*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,22.57549285888672
51367162,*C(=O)c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc(*)cc5C4=O)C(C)C3)CC1C)C2=O,17.991840362548828
51939851,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(*)n5-c5ccccc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,23.84170150756836
51976096,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1,13.827476501464844
52181246,*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,18.199932098388672
52357313,*c1ccc(-c2ccc(C(*)(c3ccccc3)C(F)(F)F)cc2)cc1,19.28801766
52649125,*Oc1ccc(N=CCCCC=Nc2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(*)=O)C3)cc2)cc1,14.67696762084961
52868719,*CC(*)C(=O)OCCSCCCC#N,12.35091595
53248904,*CCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3c(Br)c2c1=O,24.05635643005371
53311142,*CCOC(=O)CC(C)O*,19.782150268554688
53548350,*Nc1ccc(-c2ccc(N*)c3c2CCCC3)cc1,18.76132202148437
53844809,*CC(*)(C)C(=O)OCCCCCCCC[n+]1ccc(N(C)C)cc1,11.737150192260742
53951865,*Nc1c(O)c(N)c(N)c(O)c1N*,15.003328323364258
54084083,*CC(*)CCCCC,12.37609961
54206705,*C=C(*)C(CCCCCCC)[Si](C)(C)C,15.018305778503418
54625460,*c1cccc(NC(=O)c2ccc(OCCOc3ccc(C(=O)Nc4ccc5[nH]c(*)nc5c4)cc3)cc2)c1,25.34638977050781
55326263,*C(=O)Nc1cccc(S(=O)(=O)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5sc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc3)C4=O)c2)c1,23.84087371826172
55400154,*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C(C)(C)C)c2)cc1C(C)(C)C,18.768518447875977
55701750,*CC(*)SCC,15.209152221679688
55715472,*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C(*)=O)c3)cc2)cc1,22.99096298217773
55938751,*N=P(*)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,19.73559188842773
56235690,*Oc1ccc(C2(c3ccc(Oc4ccc5c(=O)n6c7cc(-c8ccc9c(c8)nc8c%10ccc(*)c%11cccc(c(=O)n98)c%11%10)ccc7nc6c6cccc4c56)cc3)c3ccccc3C(=O)c3ccccc32)cc1,19.447023391723636
56319655,*Oc1cccc2ccc(Oc3ccc(NC(=O)c4cc(C(=O)Nc5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc12,24.36994171142578
56734204,*CC(*)(C)C(=O)OC1CCCCC1,10.8595327
56881469,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,25.89965057373047
