id,SMILES,Tc
5661484,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,0.2489811480045318
5709902,*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1,0.2739454805850982
5724071,*NC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cccc(*)n3)cc2)cc1,0.2383660525083542
5857263,*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,0.2348584532737732
5905810,*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,0.2070038169622421
5966923,*c1cc(CCOC(=O)NCCCC)c(*)s1,0.2559358179569244
6019988,*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,0.2109327167272567
6102563,*C(=O)OCCOCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,0.2213607728481292
6259923,*NC1=C(c2ccc(O)cc2OC)[C@@H](N*)c2c(N)ccc(N)c21,0.2117114961147308
6645418,*CCCCCNC(=O)CCCCC(=O)N*,0.327
6665789,*Nc1cccc(C=Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,0.2192439585924148
7586800,*C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7sc(-c8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)c(-c8ccccc8)c7-c7ccccc7)cc5)C6=O)cc4)cc3)cc2)cc1,0.2245384454727172
7687820,*CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,0.383
8689461,*CC(*)CCCCCCCCCCCCCCCC,0.375
8973725,*CC(*)CC(C)(C)CC,0.186333333333333
9231170,*CC(*)CC,0.225333333333333
9284896,*O[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](*)(C)C,0.1814235746860504
10061985,*CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,0.2662583291530609
10142210,*NC(C)C(=O)NCC(=O)NCC(*)=O,0.218204841017723
10557152,*C(C)=C(*)[Ge](C)(C)C,0.1710893958806991
11301237,*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(*)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,0.1668329238891601
11664621,*OC(COC(*)=O)COC(C)C,0.1997757405042648
11667291,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,0.2210216373205185
11796436,*Nc1cc2c(c(-c3ccccc3)c1N*)[C@@H](c1ccccc1)c1ccccc1-2,0.1908513456583023
11894206,*CC(*)C(=O)Oc1ccccc1C,0.1735
11955349,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,0.2076186090707779
12008966,*CC(*)c1ccc(C(C)(C)C)cc1,0.184
12265790,*CC(*)C(=O)OC(C)C,0.1964106559753418
12381586,*CC(*)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.2332976460456848
12395811,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,0.2219107300043106
12627006,*c1ccc(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)c1,0.2298024296760559
12724819,*C=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(*)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,0.3697255551815033
13021733,*O[Si](*)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,0.2626845836639404
13364814,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,0.254038006067276
13630833,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,0.1391071379184723
13838538,*CCCCCCSSCCCCSS*,0.192
13850404,*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,0.1845444142818451
13874722,*CCCCCOCO*,0.2569071054458618
15891916,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,0.258182555437088
15979280,*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,0.2487556487321853
16364869,*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,0.1288660019636154
16498242,*C=CCCCCCCCC*,0.364669919013977
16855553,*CC(*)C(=O)Oc1ccccc1,0.196
17114758,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.2246156334877014
17899555,*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,0.2377206683158874
17943713,*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,0.2727354764938354
18227797,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,0.2647660970687866
18308835,*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,0.1636968255043029
18339242,*CC(*)C(=O)OC([2H])([2H])[2H],0.1932984590530395
18520951,*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,0.1522165089845657
18696710,*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,0.1715961992740631
19277692,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,0.2657660841941833
19303052,*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,0.1371217370033264
19522327,*CC(*)OC(=O)c1cccc(Br)c1,0.1745290756225586
20039468,*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,0.2569057643413543
20273521,*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,0.2122358381748199
20627281,*Nc1cc2ccccc2c(-c2cccc3ccccc23)c1N*,0.1884953826665878
20883601,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,0.2175389230251312
21279513,*Oc1ccc(C2(c3ccc(OC4(F)C(*)(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,0.1606184542179107
21520341,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,0.2269879132509231
22184710,*CC(*)c1ccc(C(=O)OCCC)cc1,0.2087995558977127
22597605,*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,0.2647105455398559
22905078,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.1105327904224395
22928574,*O[Sn](CCCC)(CCCC)OC(=O)/C=C/C(*)=O,0.2163121998310089
22953969,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,0.3146145343780517
23036398,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,0.1818665862083435
23192453,*CC(C)S(*)(=O)=O,0.1982942819595337
23694396,*N=P(*)(Cl)Cl,0.1644674837589264
23713841,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.2665353119373321
24351648,*Nc1ccc(C2(c3ccc(N*)cc3)C=CCCC2)cc1,0.2621718347072601
24969052,*CCCCCOC(=O)c1cccc(C(=O)O*)c1,0.2160995900630951
24982830,*c1ccc(NC(=O)CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CC(=O)Nc4ccc(-c6nnc(*)o6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,0.1677012890577316
25581268,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,0.2248097062110901
25596707,*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.2507470548152923
25599707,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(*)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,0.249107226729393
25748429,*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,0.2141076922416687
26299008,*CC(*)c1cc(C(C)C)ccc1C(C)C,0.161666666666666
26367456,*Nc1ccc(C[C@](CC)(CCC)c2ccc(N)c(C[C@](C=C)(CC)c3ccc(N*)cc3)c2)cc1,0.2190296798944473
26995134,*Nc1ccc(/C=C/c2ccc(N*)cc2)cc1,0.2511517107486725
28121925,*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.1716502457857132
28200504,*CCOC(=O)NCCCCCCNC(=O)O*,0.2688673138618469
28479659,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(-c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,0.2314756065607071
29482987,*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,0.1727594137191772
29766304,*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,0.1737766712903976
29881762,*CCCCCCN1C(=O)C(=O)N(*)C1=O,0.226582258939743
29928066,*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,0.1614622175693512
30582999,*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,0.2508805394172668
30682090,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(*)C8=O)ccc6c5)cc4C3=O)cc2)cc1,0.2219501584768295
31430153,*OC(COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)c1ccco1,0.2112632095813751
31529134,*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,0.2424748539924621
31841016,*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.1730941832065582
32316139,*CCN(*)C(=O)c1cc(F)cc(F)c1F,0.1392764747142791
32586958,*NC(N*)=C(N)/C(N)=N/C,0.2247363924980163
34026248,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.2466039508581161
34042817,*CCCCCCOC(=O)c1cccc(C(=O)O*)c1,0.2236315160989761
34234994,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(C(c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c1)C2=O,0.1287550330162048
34546505,*Oc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,0.2486366331577301
35288312,*c1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(*)s5)cc4)cc3)cc2)cc1,0.2740631401538849
35380876,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(*)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,0.2704485952854156
35399593,*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,0.19827501475811
35822036,*CC1(C)CC(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,0.1883871108293533
36217683,*c1nc2cc3sc(-c4cc(OCCCCCC)c(*)cc4OCCCCCC)nc3cc2s1,0.3172539472579956
36780446,*Oc1cc(CCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,0.2209872454404831
37511814,*Nc1ccc2c(c1)c1ccccc1c1c(-c3ccc(CCCCC)cc3)c(N*)c(-c3ccc(CCCCC)cc3)cc21,0.2591660022735595
37571918,*Nc1cc2ccc3ccc4c(N*)cc5ccc6ccc1c1c6c5c4c3c21,0.239487424492836
37623475,*Nc1ccc(-c2ccc(N*)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1,0.2122379690408706
37727451,*C(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(*)cc3C2=O)C1=O,0.2037609815597534
38112797,*Nc1cc(C2CCCCC2)c2ccc3c(N*)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,0.2814083695411682
38228922,*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,0.2583287954330444
38242048,*/C(F)=C(\F)C(F)(C(*)(F)F)C(F)(F)F,0.102
39109326,*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,0.1895875781774521
40088405,*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.2285640090703964
40146140,*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,0.2217257469892501
40417262,*Nc1ccc(Oc2cccc(N*)c2)cc1,0.230668619275093
40655089,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,0.2464231997728347
40953121,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C)c(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.2308737933635711
41386383,*CCCCCC(*)CCCCCC,0.3204229176044464
41421570,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(*)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5)n4)cc3)cc1)C2=O,0.1634816080331802
41644742,*Oc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,0.2531401515007019
41684723,*Oc1ccc(-c2cc(OCCCCCC)c(-c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)cc2OCCCCCC)cc1,0.2905945479869842
41977066,*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,0.109
42779237,*c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,0.3236278295516968
43489811,*CCCNC(=O)c1ccc(C(=O)NCCCO*)cc1,0.2342092394828796
43517583,*CC(*)c1ccc(C)c(C)c1,0.1905
44130721,*Oc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(*)=O)c6)cc5)cc4)cc3)c2)cc1C,0.2339967042207718
44332410,*CC(*)CCCCCCC,0.266999999999999
45108843,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,0.1041413098573684
45704443,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,0.1782673895359039
45818224,*OC(F)(F)C(F)(F)C(*)(F)F,0.1134375482797622
45908417,*C(=O)c1cccc(C(=O)N(*)c2ccccc2)c1,0.1752221435308456
46067784,*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCC,0.1738045513629913
46369100,*Nc1ccccc1C(C)(c1ccccc1N)c1ccccc1N*,0.2050003111362457
46473006,*C=CC1CC(*)C(C#N)(CCC)C1,0.1985547244548797
46656995,*CC(*)CCCN(CC(C)C)CC(C)C,0.201
47046176,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,0.2267729789018631
48005195,*C=Nc1cccc(N=Cc2ccc(Sc3ccc(*)o3)o2)c1,0.2415234893560409
48202315,*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8cc9sc(*)nc9cc8s7)cc6)cc5)cc4)cc3)cc2)cc1,0.3018735945224762
48308812,*CCCCCCNC(=O)C(=O)N*,0.2867814004421234
48554956,*c1ccc(NC=Nc2ccc(S(*)(=O)=O)cc2)cc1,0.2392034381628036
48717962,*Nc1ccc([C@](C)(c2ccccc2)c2cccc(N*)c2)cc1,0.198700413107872
49062920,*CCOCCOCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)O*,0.253428190946579
49325830,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,0.2080175578594207
49367014,*Oc1cccc(C(=O)c2ccc(*)cc2)c1,0.2149002403020858
49737348,*c1ccc2c(c1)c1cc(*)ccc1n2CC,0.1869906336069107
49886836,*Oc1ccc(C2(c3ccc(Oc4c(F)c(F)c(C(=O)c5c(F)c(F)c(*)c(F)c5F)c(F)c4F)cc3)c3ccccc3-c3ccccc32)cc1,0.1412475705146789
50053709,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)cc3)c1)C2=O,0.1797425746917724
50438012,*CCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,0.315
51223278,*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,0.2077853083610534
51367162,*C(=O)c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc(*)cc5C4=O)C(C)C3)CC1C)C2=O,0.1900142878293991
51939851,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(*)n5-c5ccccc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.1778849959373474
51976096,*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OCCCCCCCC)cc1,0.2381563335657119
52181246,*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,0.2065650671720504
52357313,*c1ccc(-c2ccc(C(*)(c3ccccc3)C(F)(F)F)cc2)cc1,0.233
52649125,*Oc1ccc(N=CCCCC=Nc2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(*)=O)C3)cc2)cc1,0.244345024228096
52868719,*CC(*)C(=O)OCCSCCCC#N,0.18
53248904,*CCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3c(Br)c2c1=O,0.2367161512374878
53311142,*CCOC(=O)CC(C)O*,0.213043063879013
53548350,*Nc1ccc(-c2ccc(N*)c3c2CCCC3)cc1,0.2723828852176666
53844809,*CC(*)(C)C(=O)OCCCCCCCC[n+]1ccc(N(C)C)cc1,0.2300230860710144
53951865,*Nc1c(O)c(N)c(N)c(O)c1N*,0.1806124299764633
54084083,*CC(*)CCCCC,0.258399999999999
54206705,*C=C(*)C(CCCCCCC)[Si](C)(C)C,0.2459097951650619
54625460,*c1cccc(NC(=O)c2ccc(OCCOc3ccc(C(=O)Nc4ccc5[nH]c(*)nc5c4)cc3)cc2)c1,0.2607495188713074
55326263,*C(=O)Nc1cccc(S(=O)(=O)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5sc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc3)C4=O)c2)c1,0.2187343537807464
55400154,*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C(C)(C)C)c2)cc1C(C)(C)C,0.2155619263648986
55701750,*CC(*)SCC,0.1984640657901764
55715472,*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C(*)=O)c3)cc2)cc1,0.240050196647644
55938751,*N=P(*)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,0.1643621623516082
56235690,*Oc1ccc(C2(c3ccc(Oc4ccc5c(=O)n6c7cc(-c8ccc9c(c8)nc8c%10ccc(*)c%11cccc(c(=O)n98)c%11%10)ccc7nc6c6cccc4c56)cc3)c3ccccc3C(=O)c3ccccc32)cc1,0.2242640852928161
56319655,*Oc1cccc2ccc(Oc3ccc(NC(=O)c4cc(C(=O)Nc5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc12,0.2499138563871383
56734204,*CC(*)(C)C(=O)OC1CCCCC1,0.223999999999999
