id,SMILES,Tg,Tg_prediction,Tg_filled
5724071,*NC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cccc(*)n3)cc2)cc1,,131.64956164063187,131.64956164063187
5857263,*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,,227.9251374563464,227.9251374563464
5905810,*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,,37.3204681858042,37.3204681858042
5966923,*c1cc(CCOC(=O)NCCCC)c(*)s1,,21.197441112381057,21.197441112381057
6019988,*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,,52.849958471706486,52.849958471706486
6102563,*C(=O)OCCOCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,52.91923758672783,52.91923758672783
6259923,*NC1=C(c2ccc(O)cc2OC)[C@@H](N*)c2c(N)ccc(N)c21,,168.90401593072238,168.90401593072238
6645418,*CCCCCNC(=O)CCCCC(=O)N*,,3.604706138732581,3.604706138732581
6665789,*Nc1cccc(C=Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,,159.13357051046478,159.13357051046478
7586800,*C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7sc(-c8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)c(-c8ccccc8)c7-c7ccccc7)cc5)C6=O)cc4)cc3)cc2)cc1,,239.85672430371775,239.85672430371775
7687820,*CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,,-4.870727931236615,-4.870727931236615
8689461,*CC(*)CCCCCCCCCCCCCCCC,,-9.607052295057656,-9.607052295057656
8973725,*CC(*)CC(C)(C)CC,,17.35445305914618,17.35445305914618
9231170,*CC(*)CC,,4.6650233973887225,4.6650233973887225
9284896,*O[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](*)(C)C,,6.087987385606539,6.087987385606539
10061985,*CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,,32.83331474847728,32.83331474847728
10142210,*NC(C)C(=O)NCC(=O)NCC(*)=O,208.6397491,,208.6397491
10557152,*C(C)=C(*)[Ge](C)(C)C,,37.72321857071438,37.72321857071438
11301237,*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(*)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,,282.7142984043021,282.7142984043021
11664621,*OC(COC(*)=O)COC(C)C,,8.827731743665936,8.827731743665936
11667291,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,,242.0771777399568,242.0771777399568
11796436,*Nc1cc2c(c(-c3ccccc3)c1N*)[C@@H](c1ccccc1)c1ccccc1-2,,276.02449521483504,276.02449521483504
11894206,*CC(*)C(=O)Oc1ccccc1C,,73.13214189176688,73.13214189176688
11955349,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,,166.28918636037997,166.28918636037997
12008966,*CC(*)c1ccc(C(C)(C)C)cc1,,102.56869034041574,102.56869034041574
12265790,*CC(*)C(=O)OC(C)C,,24.932269600420117,24.932269600420117
12381586,*CC(*)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,28.75151268728223,28.75151268728223
12395811,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,,125.40718270855724,125.40718270855724
12627006,*c1ccc(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)c1,,163.80093836282686,163.80093836282686
12724819,*C=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(*)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,,44.05319445133682,44.05319445133682
13021733,*O[Si](*)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,,-19.67628238134057,-19.67628238134057
13364814,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,,2.5309336231621278,2.5309336231621278
13630833,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,,213.9429076228844,213.9429076228844
13838538,*CCCCCCSSCCCCSS*,-41.26672381,,-41.26672381
13850404,*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,,27.90926871588817,27.90926871588817
13874722,*CCCCCOCO*,,-13.290102911334545,-13.290102911334545
15891916,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,,217.7366448655957,217.7366448655957
15979280,*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,,108.68535553688844,108.68535553688844
16364869,*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,,228.20978133288736,228.20978133288736
16498242,*C=CCCCCCCCC*,-17.2820223,,-17.2820223
16855553,*CC(*)C(=O)Oc1ccccc1,,68.59889311001098,68.59889311001098
17114758,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,170.6395827708875,170.6395827708875
17899555,*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,,210.62411003307352,210.62411003307352
17943713,*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,,69.25413454974478,69.25413454974478
18227797,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,,12.515050136236823,12.515050136236823
18308835,*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,,117.71802089190896,117.71802089190896
18339242,*CC(*)C(=O)OC([2H])([2H])[2H],,38.05826925387737,38.05826925387737
18520951,*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,,140.828284918407,140.828284918407
18696710,*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,,68.85600142832118,68.85600142832118
19277692,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,,189.03928367220212,189.03928367220212
19303052,*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,,57.28153672450571,57.28153672450571
19522327,*CC(*)OC(=O)c1cccc(Br)c1,,69.78868529215652,69.78868529215652
20039468,*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,,193.3823408516655,193.3823408516655
20273521,*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,,99.29612768513324,99.29612768513324
20627281,*Nc1cc2ccccc2c(-c2cccc3ccccc23)c1N*,,252.6149693378757,252.6149693378757
20883601,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,,125.65871267360126,125.65871267360126
21279513,*Oc1ccc(C2(c3ccc(OC4(F)C(*)(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,,175.7107360279224,175.7107360279224
21520341,*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,,164.73433128240868,164.73433128240868
22184710,*CC(*)c1ccc(C(=O)OCCC)cc1,,46.20904316375527,46.20904316375527
22597605,*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,,227.8230737542981,227.8230737542981
22905078,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,20.54934399737249,20.54934399737249
22928574,*O[Sn](CCCC)(CCCC)OC(=O)/C=C/C(*)=O,,8.223569201309147,8.223569201309147
22953969,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,,16.679317733065545,16.679317733065545
23036398,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,,70.17050677095722,70.17050677095722
23192453,*CC(C)S(*)(=O)=O,,10.203273008213728,10.203273008213728
23694396,*N=P(*)(Cl)Cl,,56.72603691326185,56.72603691326185
23713841,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,,226.98515132645844,226.98515132645844
24351648,*Nc1ccc(C2(c3ccc(N*)cc3)C=CCCC2)cc1,,174.54061930262833,174.54061930262833
24969052,*CCCCCOC(=O)c1cccc(C(=O)O*)c1,,18.27473348809872,18.27473348809872
24982830,*c1ccc(NC(=O)CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CC(=O)Nc4ccc(-c6nnc(*)o6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,,234.1789150476252,234.1789150476252
25581268,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,,247.30633953348297,247.30633953348297
25596707,*c1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,223.62618959313116,223.62618959313116
25599707,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(*)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,,213.39468319406296,213.39468319406296
25748429,*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,,210.00210348117253,210.00210348117253
26299008,*CC(*)c1cc(C(C)C)ccc1C(C)C,,109.98623255924076,109.98623255924076
26367456,*Nc1ccc(C[C@](CC)(CCC)c2ccc(N)c(C[C@](C=C)(CC)c3ccc(N*)cc3)c2)cc1,,145.9597885647836,145.9597885647836
26995134,*Nc1ccc(/C=C/c2ccc(N*)cc2)cc1,,136.21570590438932,136.21570590438932
28121925,*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,,293.9999925943412,293.9999925943412
28200504,*CCOC(=O)NCCCCCCNC(=O)O*,,7.3753503431034915,7.3753503431034915
28479659,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(-c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,,221.17437563540443,221.17437563540443
29482987,*C(=C(*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,,157.4944755772667,157.4944755772667
29766304,*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,,89.90126156952192,89.90126156952192
29881762,*CCCCCCN1C(=O)C(=O)N(*)C1=O,,9.228956482562351,9.228956482562351
29928066,*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,,80.90603587011992,80.90603587011992
30582999,*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,4.250402609,,4.250402609
30682090,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(*)C8=O)ccc6c5)cc4C3=O)cc2)cc1,,259.70232765071705,259.70232765071705
31430153,*OC(COC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)c1ccco1,,100.6488856769194,100.6488856769194
31529134,*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,,183.71031640156437,183.71031640156437
31841016,*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,57.34226684512396,57.34226684512396
32316139,*CCN(*)C(=O)c1cc(F)cc(F)c1F,,75.62307153143229,75.62307153143229
32586958,*NC(N*)=C(N)/C(N)=N/C,,68.48394878864383,68.48394878864383
34026248,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,181.4626701733796,181.4626701733796
34042817,*CCCCCCOC(=O)c1cccc(C(=O)O*)c1,,12.288636202705677,12.288636202705677
34234994,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(C(c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c1)C2=O,,248.47150294991297,248.47150294991297
34546505,*Oc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1,,194.98559318490152,194.98559318490152
35288312,*c1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(*)s5)cc4)cc3)cc2)cc1,,192.9016010555497,192.9016010555497
35380876,*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(*)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,,249.09043132615625,249.09043132615625
35399593,*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,,105.49639789985828,105.49639789985828
35822036,*CC1(C)CC(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,,148.84810194468082,148.84810194468082
36217683,*c1nc2cc3sc(-c4cc(OCCCCCC)c(*)cc4OCCCCCC)nc3cc2s1,168.5263131,,168.5263131
36780446,*Oc1cc(CCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,64.24729701750584,64.24729701750584
37511814,*Nc1ccc2c(c1)c1ccccc1c1c(-c3ccc(CCCCC)cc3)c(N*)c(-c3ccc(CCCCC)cc3)cc21,,100.10269854945253,100.10269854945253
37571918,*Nc1cc2ccc3ccc4c(N*)cc5ccc6ccc1c1c6c5c4c3c21,,467.2741834247281,467.2741834247281
37623475,*Nc1ccc(-c2ccc(N*)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1,,196.77736025399645,196.77736025399645
37727451,*C(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(*)cc3C2=O)C1=O,,200.6517483873031,200.6517483873031
38112797,*Nc1cc(C2CCCCC2)c2ccc3c(N*)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,,163.06851402079337,163.06851402079337
38228922,*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,,214.9458955401424,214.9458955401424
38242048,*/C(F)=C(\F)C(F)(C(*)(F)F)C(F)(F)F,,46.47925053087965,46.47925053087965
39109326,*CCN(CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1)c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,,117.44265354801335,117.44265354801335
40088405,*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,267.7792858329776,267.7792858329776
40146140,*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,,248.13731254291636,248.13731254291636
40417262,*Nc1ccc(Oc2cccc(N*)c2)cc1,,127.44787371079384,127.44787371079384
40655089,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,,206.8325100389629,206.8325100389629
40953121,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C)c(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,,235.49321540258097,235.49321540258097
41386383,*CCCCCC(*)CCCCCC,,-7.653089564068068,-7.653089564068068
41421570,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(*)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5)n4)cc3)cc1)C2=O,,224.69524403160176,224.69524403160176
41644742,*Oc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,,65.70827781927801,65.70827781927801
41684723,*Oc1ccc(-c2cc(OCCCCCC)c(-c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)cc2OCCCCCC)cc1,81.55306128,,81.55306128
41977066,*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,,98.71497855411457,98.71497855411457
42779237,*c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,35.51374296,,35.51374296
43489811,*CCCNC(=O)c1ccc(C(=O)NCCCO*)cc1,,39.14475772653168,39.14475772653168
43517583,*CC(*)c1ccc(C)c(C)c1,,92.86982678612868,92.86982678612868
44130721,*Oc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(*)=O)c6)cc5)cc4)cc3)c2)cc1C,,153.3195116560728,153.3195116560728
44332410,*CC(*)CCCCCCC,,-8.919933590816072,-8.919933590816072
45108843,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,,-2.899075771576463,-2.899075771576463
45704443,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,,217.82179876424925,217.82179876424925
45818224,*OC(F)(F)C(F)(F)C(*)(F)F,,17.84583877282057,17.84583877282057
45908417,*C(=O)c1cccc(C(=O)N(*)c2ccccc2)c1,,151.6870368168111,151.6870368168111
46067784,*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCC,,79.33233032669887,79.33233032669887
46369100,*Nc1ccccc1C(C)(c1ccccc1N)c1ccccc1N*,,230.9370718492573,230.9370718492573
46473006,*C=CC1CC(*)C(C#N)(CCC)C1,,47.64389643742834,47.64389643742834
46656995,*CC(*)CCCN(CC(C)C)CC(C)C,,15.430768016667573,15.430768016667573
47046176,*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,,220.25525120255045,220.25525120255045
48005195,*C=Nc1cccc(N=Cc2ccc(Sc3ccc(*)o3)o2)c1,122.5813993,,122.5813993
48202315,*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8cc9sc(*)nc9cc8s7)cc6)cc5)cc4)cc3)cc2)cc1,,208.4939318270408,208.4939318270408
48308812,*CCCCCCNC(=O)C(=O)N*,,5.016063119612227,5.016063119612227
48554956,*c1ccc(NC=Nc2ccc(S(*)(=O)=O)cc2)cc1,,128.87696884692377,128.87696884692377
48717962,*Nc1ccc([C@](C)(c2ccccc2)c2cccc(N*)c2)cc1,,200.3141639219939,200.3141639219939
49062920,*CCOCCOCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)O*,,30.993930049393384,30.993930049393384
49325830,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,,278.4787018156494,278.4787018156494
49367014,*Oc1cccc(C(=O)c2ccc(*)cc2)c1,,148.21306355304114,148.21306355304114
49737348,*c1ccc2c(c1)c1cc(*)ccc1n2CC,206.6525359,,206.6525359
49886836,*Oc1ccc(C2(c3ccc(Oc4c(F)c(F)c(C(=O)c5c(F)c(F)c(*)c(F)c5F)c(F)c4F)cc3)c3ccccc3-c3ccccc32)cc1,,257.34128627035534,257.34128627035534
50053709,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)cc3)c1)C2=O,,239.4224595833075,239.4224595833075
50438012,*CCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,10.715419605308853,10.715419605308853
51223278,*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)cc2)cc1,,210.6653898472432,210.6653898472432
51367162,*C(=O)c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc(*)cc5C4=O)C(C)C3)CC1C)C2=O,,147.94598140792732,147.94598140792732
